timestamp_iso,screen,filename,width,height,note
2026-07-13T17:32:39,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-173239.png,800,480,run-20260713-173223
2026-07-13T17:32:40,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-173240.png,800,480,run-20260713-173223
2026-07-13T17:32:42,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-173242.png,800,480,run-20260713-173223
2026-07-13T17:32:44,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-173244.png,800,480,run-20260713-173223
2026-07-13T17:32:46,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-173246.png,800,480,run-20260713-173223
2026-07-13T17:32:47,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-173247.png,800,480,run-20260713-173223
2026-07-13T17:36:18,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-173618.png,800,480,
2026-07-13T17:36:28,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-173628.png,800,480,run-20260713-173626
2026-07-13T17:36:30,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-173630.png,800,480,run-20260713-173626
2026-07-13T17:36:31,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-173631.png,800,480,run-20260713-173626
2026-07-13T17:36:33,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-173633.png,800,480,run-20260713-173626
2026-07-13T17:36:35,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-173635.png,800,480,run-20260713-173626
2026-07-13T17:36:37,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-173637.png,800,480,run-20260713-173626
2026-07-13T17:40:12,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-174012.png,800,480,run-20260713-173940
2026-07-13T17:40:14,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-174014.png,800,480,run-20260713-173940
2026-07-13T17:40:15,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-174015.png,800,480,run-20260713-173940
2026-07-13T17:40:17,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-174017.png,800,480,run-20260713-173940
2026-07-13T17:40:19,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-174019.png,800,480,run-20260713-173940
2026-07-13T17:40:21,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-174021.png,800,480,run-20260713-173940
2026-07-13T17:43:17,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-174317.png,800,480,run-20260713-174300
2026-07-13T17:43:18,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-174318.png,800,480,run-20260713-174300
2026-07-13T17:43:20,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-174320.png,800,480,run-20260713-174300
2026-07-13T17:43:22,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-174322.png,800,480,run-20260713-174300
2026-07-13T17:43:23,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-174323.png,800,480,run-20260713-174300
2026-07-13T17:43:25,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-174325.png,800,480,run-20260713-174300
2026-07-13T18:26:31,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-182631.png,800,480,run-20260713-182613
